"Almacén";"Artíc. stockable";"Cod. Artículo";"Cod. Antiguo";"Descrip. Producto";"Stock unidades";"Coste teórico Euros";"P.U.C.";"P.M.P.";"Invent. PUC";"Invent. PMP";"Unids Pdte entrar";"Unids Pdte salir";"Disponible (St+pE-pS)";
"ALM";"si";"CA150686";"E-236";"BOCINA DE GAS CON RECAMBIO - 200 ML.";-5,000000000;4,327000000;7,007000000;6,835000000;-35,035000000;-34,175000000;0,00000000;0,00000000;-5,000000000;
"011";"si";"CA150690";"E-24";"VASO GRADUADO INOX.";7,000000000;0,300000000;0,000000000;0,300000000;0,000000000;2,100000000;0,00000000;0,00000000;7,000000000;
"028";"si";"CA150690";"E-24";"VASO GRADUADO INOX.";10,000000000;0,300000000;0,000000000;0,300000000;0,000000000;3,000000000;0,00000000;0,00000000;10,000000000;
"202";"si";"CA150690";"E-24";"VASO GRADUADO INOX.";9,000000000;0,300000000;0,000000000;0,300000000;0,000000000;2,700000000;0,00000000;0,00000000;9,000000000;
"ALM";"si";"CA150690";"E-24";"VASO GRADUADO INOX.";-10,000000000;0,300000000;0,000000000;0,300000000;0,000000000;-3,000000000;0,00000000;0,00000000;-10,000000000;
"ALM";"si";"CA150691";"E-244";"TORNILLO PLASTICO+ARANDELAS RADIOBALIZAS KANNAD";-1,000000000;2,700000000;0,200000000;0,800000000;-0,200000000;-0,800000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA150702";"E-260";"DAN BUOY (PERCHA IOR HINCHABLE CON LUZ)";-1,000000000;191,250000000;190,000000000;190,000000000;-190,000000000;-190,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA150704";"E-262";"BOBINA CHALECO AUTOMATICO JS 1";-34,000000000;2,600000000;15,550000000;15,550000000;-528,700000000;-528,700000000;0,00000000;0,00000000;-34,000000000;
"018";"si";"CA150708";"E-270N";"TAPON GOMA DISPARO BALSA";4,000000000;1,080000000;1,117120000;1,107500000;4,468480000;4,430000000;0,00000000;0,00000000;4,000000000;
"019";"si";"CA150708";"E-270N";"TAPON GOMA DISPARO BALSA";-1,000000000;1,080000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"028";"si";"CA150708";"E-270N";"TAPON GOMA DISPARO BALSA";5,000000000;1,080000000;1,117120000;1,108000000;5,585600000;5,540000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CA150708";"E-270N";"TAPON GOMA DISPARO BALSA";327,000000000;1,080000000;14,230000000;1,348396680;4653,210000000;440,925714360;400,00000000;0,00000000;727,000000000;
"122";"si";"CA150711";"E-30";"ESPEJO SEÑALES O HELIOG.COMPL.";7,000000000;5,720000000;0,000000000;5,720000000;0,000000000;40,040000000;0,00000000;0,00000000;7,000000000;
"202";"si";"CA150711";"E-30";"ESPEJO SEÑALES O HELIOG.COMPL.";6,000000000;5,720000000;0,000000000;5,720000000;0,000000000;34,320000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA150711";"E-30";"ESPEJO SEÑALES O HELIOG.COMPL.";10,000000000;5,720000000;1,370000000;5,285000000;13,700000000;52,850000000;0,00000000;0,00000000;10,000000000;
"003";"si";"CA150718";"E-31";"APAREJO DE PESCA EMBOLSADO";13,000000000;5,680000000;0,000000000;5,680000000;0,000000000;73,840000000;0,00000000;0,00000000;13,000000000;
"010";"si";"CA150718";"E-31";"APAREJO DE PESCA EMBOLSADO";5,000000000;5,680000000;0,000000000;5,680000000;0,000000000;28,400000000;0,00000000;0,00000000;5,000000000;
"011";"si";"CA150718";"E-31";"APAREJO DE PESCA EMBOLSADO";7,000000000;5,680000000;0,000000000;5,680000000;0,000000000;39,760000000;0,00000000;0,00000000;7,000000000;
"122";"si";"CA150718";"E-31";"APAREJO DE PESCA EMBOLSADO";6,000000000;5,680000000;0,000000000;5,680000000;0,000000000;34,080000000;0,00000000;0,00000000;6,000000000;
"202";"si";"CA150718";"E-31";"APAREJO DE PESCA EMBOLSADO";2,000000000;5,680000000;0,000000000;5,680000000;0,000000000;11,360000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA150718";"E-31";"APAREJO DE PESCA EMBOLSADO";46,000000000;5,680000000;0,000000000;5,680000000;0,000000000;261,280000000;0,00000000;0,00000000;46,000000000;
"003";"si";"CA150721";"E-312";"ETIQ.ADH.DUARRY CRUCERO 35x15,3 2 COLORES";9,000000000;1,465000000;0,000000000;1,470000000;0,000000000;13,230000000;0,00000000;0,00000000;9,000000000;
"202";"si";"CA150721";"E-312";"ETIQ.ADH.DUARRY CRUCERO 35x15,3 2 COLORES";4,000000000;1,465000000;0,000000000;1,470000000;0,000000000;5,880000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"CA150721";"E-312";"ETIQ.ADH.DUARRY CRUCERO 35x15,3 2 COLORES";3,000000000;1,465000000;0,000000000;1,465000000;0,000000000;4,395000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA150722";"E-313";"PILA LITIO 6V PARA RADIOBALIZAS (CHALECOS)";11,000000000;8,810000000;0,000000000;8,810000000;0,000000000;96,910000000;0,00000000;0,00000000;11,000000000;
"ALM";"si";"CA150723";"E-314";"PILA LITIO 9V PARA RADIOBALIZAS (CHALECOS)";-3,000000000;11,790000000;0,000000000;11,790000000;0,000000000;-35,370000000;0,00000000;0,00000000;-3,000000000;
"ALM";"si";"CA150724";"E-315";"KIT REPARACION MODELO NUEVO";37,000000000;14,640000000;0,000000000;14,640000000;0,000000000;541,680000000;0,00000000;0,00000000;37,000000000;
"003";"si";"CA150725";"E-32";"SILBATO";6,000000000;0,200000000;0,000000000;0,570000000;0,000000000;3,420000000;0,00000000;0,00000000;6,000000000;
"011";"si";"CA150725";"E-32";"SILBATO";4,000000000;0,200000000;0,000000000;0,570000000;0,000000000;2,280000000;0,00000000;0,00000000;4,000000000;
"122";"si";"CA150725";"E-32";"SILBATO";12,000000000;0,200000000;0,000000000;0,562876000;0,000000000;6,754512000;0,00000000;0,00000000;12,000000000;
"202";"si";"CA150725";"E-32";"SILBATO";1,000000000;0,200000000;0,000000000;0,570000000;0,000000000;0,570000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA150725";"E-32";"SILBATO";196,000000000;0,200000000;0,517058820;0,569350780;101,343528720;111,592752880;0,00000000;0,00000000;196,000000000;
"019";"si";"CA150726";"E-322";"ETIQ.ADH. DATOS DESPRENDIMIENTO";42,000000000;0,300000000;0,000000000;0,300000000;0,000000000;12,600000000;0,00000000;0,00000000;42,000000000;
"ALM";"si";"CA150726";"E-322";"ETIQ.ADH. DATOS DESPRENDIMIENTO";78,000000000;0,300000000;0,000000000;0,300000000;0,000000000;23,400000000;0,00000000;0,00000000;78,000000000;
"ALM";"si";"CA150727";"E-323";"PULS-R 12 VOL BLACK CASE FULL ASSEMBLY";20,000000000;45,090000000;0,000000000;45,090000000;0,000000000;901,800000000;0,00000000;0,00000000;20,000000000;
"019";"si";"CA150728";"E-324";"KH-VALVULA INFLADO KIT BALSA 08";2,000000000;22,140000000;8,000000000;13,980000000;16,000000000;27,960000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA150728";"E-324";"KH-VALVULA INFLADO KIT BALSA 08";58,000000000;22,140000000;11,200000000;10,134896550;649,600000000;587,823999900;0,00000000;0,00000000;58,000000000;
"ALM";"si";"CA150733";"E-332";"MALETA ROJA PIROTECNIA";11,000000000;7,000000000;9,290000000;9,290000000;102,190000000;102,190000000;0,00000000;1,00000000;10,000000000;
"202";"si";"CA150736";"E-340";"KH-MANGUERA DE PRESION KHY 2008 360X1";1,000000000;8,780000000;0,000000000;8,780000000;0,000000000;8,780000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA150736";"E-340";"KH-MANGUERA DE PRESION KHY 2008 360X1";2,000000000;8,780000000;0,000000000;8,780000000;0,000000000;17,560000000;0,00000000;0,00000000;2,000000000;
"202";"si";"CA150737";"E-341";"KH-MANGUERA PRESION KHY 2008. 400X2";1,000000000;8,780000000;0,000000000;8,780000000;0,000000000;8,780000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA150737";"E-341";"KH-MANGUERA PRESION KHY 2008. 400X2";2,000000000;8,780000000;0,000000000;8,780000000;0,000000000;17,560000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA150738";"E-345";"KH-VALVULA SOBREPRESION ISO KHY 2088";12,000000000;6,390000000;0,000000000;6,390000000;0,000000000;76,680000000;0,00000000;0,00000000;12,000000000;
"ALM";"si";"CA150743";"E-355";"CH-PASTILLA DISP.AUTO. SECUMAR";2,000000000;3,055000000;8,485000000;8,485000000;16,970000000;16,970000000;0,00000000;0,00000000;2,000000000;
"007";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";20,000000000;0,700000000;0,700000000;0,700000000;14,000000000;14,000000000;0,00000000;0,00000000;20,000000000;
"011";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";-1,000000000;0,700000000;0,700000000;0,700000000;-0,700000000;-0,700000000;0,00000000;0,00000000;-1,000000000;
"018";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";20,000000000;0,700000000;0,000000000;0,700000000;0,000000000;14,000000000;0,00000000;0,00000000;20,000000000;
"019";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";-190,000000000;0,700000000;50,000000000;0,714386000;-9500,000000000;-135,733340000;0,00000000;0,00000000;-190,000000000;
"026";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";-47,000000000;0,700000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-47,000000000;
"028";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";-5,000000000;0,700000000;0,620000000;0,300000000;-3,100000000;-1,500000000;0,00000000;0,00000000;-5,000000000;
"030";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";-14,000000000;0,700000000;0,025500000;0,700000000;-0,357000000;-9,800000000;0,00000000;0,00000000;-14,000000000;
"122";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";-18,000000000;0,700000000;0,000000000;0,620000000;0,000000000;-11,160000000;0,00000000;0,00000000;-18,000000000;
"ALM";"si";"CA150754";"E-37";"TUBO POLIT.G.400-1,0M-FUNDA B.";-10,000000000;0,700000000;0,620000000;0,700000000;-6,200000000;-7,000000000;0,00000000;0,00000000;-10,000000000;
"003";"si";"CA150759";"E-380";"KH-VALVULA ENTRADA NO RETOR.SOLAS CAMARA SUP.";2,000000000;12,000000000;11,300000000;11,365000000;22,600000000;22,730000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA150759";"E-380";"KH-VALVULA ENTRADA NO RETOR.SOLAS CAMARA SUP.";6,000000000;12,000000000;11,300000000;11,363750000;67,800000000;68,182500000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA150761";"E-384";"KH-LLAVE(THANNER) SISTEMA HINCHADO KHYF-KHYSRF";5,000000000;38,000000000;0,000000000;38,000000000;0,000000000;190,000000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CA150763";"E-388";"SOPORTE PARA LUZ FLOTANTE E-389";2,000000000;2,830000000;0,000000000;2,830000000;0,000000000;5,660000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA150764";"E-389";"LUZ FLOTANTE ARO";6,000000000;8,170000000;10,212000000;10,212000000;61,272000000;61,272000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA150770";"E-394";"LUZ CHALECO MANUAL SOLAS";5,000000000;5,250000000;0,000000000;5,250000000;0,000000000;26,250000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CA150772";"E-397";"CINCHA TEXTIL PARA FLEJE ( ROLLO 200 MTS)";-398,000000000;104,000000000;0,000000000;104,000000000;0,000000000;-41392,000000000;0,00000000;0,00000000;-398,000000000;
"003";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-328,000000000;0,030000000;0,040000000;0,040000000;-13,120000000;-13,120000000;0,00000000;0,00000000;-328,000000000;
"010";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";976,000000000;0,030000000;0,030000000;0,040000000;29,280000000;39,040000000;0,00000000;0,00000000;976,000000000;
"015";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-24,000000000;0,030000000;0,042174320;0,037900000;-1,012183680;-0,909600000;0,00000000;0,00000000;-24,000000000;
"018";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-26,000000000;0,030000000;0,000000000;0,030000000;0,000000000;-0,780000000;0,00000000;0,00000000;-26,000000000;
"023";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-12,000000000;0,030000000;0,000000000;0,044517000;0,000000000;-0,534204000;0,00000000;0,00000000;-12,000000000;
"025";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-24,000000000;0,030000000;0,041269920;0,042185000;-0,990478080;-1,012440000;0,00000000;0,00000000;-24,000000000;
"026";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-463,000000000;0,030000000;0,000000000;0,034325342;0,000000000;-15,892633346;0,00000000;0,00000000;-463,000000000;
"028";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-2145,000000000;0,030000000;0,040000000;0,040000000;-85,800000000;-85,800000000;0,00000000;0,00000000;-2145,000000000;
"030";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-194,000000000;0,030000000;71,800000000;71,800000000;-13929,200000000;-13929,200000000;0,00000000;0,00000000;-194,000000000;
"124";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-96,000000000;0,030000000;0,000000000;0,030000000;0,000000000;-2,880000000;0,00000000;0,00000000;-96,000000000;
"ALM";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-4505,000000000;0,030000000;71,800000000;71,800000000;-323459,000000000;-323459,000000000;10670,00000000;5,00000000;6160,000000000;
"T25";"si";"CA150775";"E-400";"PRECINTO PLASTICO SIGNODE";-2134,000000000;0,030000000;0,041269920;0,040000000;-88,070009280;-85,360000000;0,00000000;0,00000000;-2134,000000000;
"ALM";"si";"CA150777";"E-406";"JONBUOY";-2,000000000;850,000000000;806,260000000;806,260000000;-1612,520000000;-1612,520000000;3,00000000;0,00000000;1,000000000;
"123";"si";"CA150779";"E-412";"INSTALACION COMPLETA ALCARES";-1,000000000;14,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA150779";"E-412";"INSTALACION COMPLETA ALCARES";-25,000000000;14,000000000;0,000000000;14,000000000;0,000000000;-350,000000000;0,00000000;10,00000000;-35,000000000;
"025";"si";"CA150780";"E-413";"BATERIA + LUZ INTERIOR (SEAIR 2024)";-1,000000000;4,500000000;0,000000000;4,500000000;0,000000000;-4,500000000;0,00000000;0,00000000;-1,000000000;
"030";"si";"CA150780";"E-413";"BATERIA + LUZ INTERIOR (SEAIR 2024)";-1,000000000;4,500000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA150780";"E-413";"BATERIA + LUZ INTERIOR (SEAIR 2024)";5,000000000;4,500000000;31,241000000;31,241000000;156,205000000;156,205000000;0,00000000;0,00000000;5,000000000;
"003";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";-1,000000000;1,750000000;1,750000000;2,577685000;-1,750000000;-2,577685000;0,00000000;0,00000000;-1,000000000;
"007";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";31,000000000;1,750000000;1,750000000;1,750000000;54,250000000;54,250000000;0,00000000;0,00000000;31,000000000;
"010";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";20,000000000;1,750000000;3,087200000;2,580000000;61,744000000;51,600000000;0,00000000;0,00000000;20,000000000;
"011";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";29,000000000;1,750000000;1,877333330;1,895332200;54,442666570;54,964633800;0,00000000;0,00000000;29,000000000;
"015";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";40,000000000;1,750000000;2,578000000;2,578000000;103,120000000;103,120000000;0,00000000;0,00000000;40,000000000;
"018";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";32,000000000;1,750000000;2,018666670;2,332352940;64,597333440;74,635294080;0,00000000;0,00000000;32,000000000;
"019";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";4,000000000;1,750000000;2,578000000;2,578000000;10,312000000;10,312000000;0,00000000;0,00000000;4,000000000;
"023";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";9,000000000;1,750000000;1,750000000;1,754715910;15,750000000;15,792443190;0,00000000;0,00000000;9,000000000;
"025";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";45,000000000;1,750000000;2,578800000;2,578888890;116,046000000;116,050000050;0,00000000;0,00000000;45,000000000;
"026";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";29,000000000;1,750000000;1,750000000;2,577685000;50,750000000;74,752865000;0,00000000;0,00000000;29,000000000;
"028";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";-9,000000000;1,750000000;4,187466670;2,577500000;-37,687200030;-23,197500000;0,00000000;0,00000000;-9,000000000;
"030";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";30,000000000;1,750000000;3,259333330;2,552759860;97,779999900;76,582795800;0,00000000;0,00000000;30,000000000;
"032";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";51,000000000;1,750000000;2,418666670;2,509904770;123,352000170;128,005143270;0,00000000;0,00000000;51,000000000;
"123";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";-1,000000000;1,750000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"223";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";-2,000000000;1,750000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";224,000000000;1,750000000;4,419425000;4,419425000;989,951200000;989,951200000;400,00000000;75,00000000;549,000000000;
"T25";"si";"CA150781";"E-417";"PARCHE SUJECCION INSTALACION DANIAMANT";25,000000000;1,750000000;4,187466670;2,577600000;104,686666750;64,440000000;0,00000000;0,00000000;25,000000000;
"003";"si";"CA150782";"E-418";"GRAPA SIGNODE";273,000000000;0,070000000;0,000000000;0,090000000;0,000000000;24,570000000;0,00000000;0,00000000;273,000000000;
"007";"si";"CA150782";"E-418";"GRAPA SIGNODE";-4,000000000;0,070000000;0,000000000;0,081933000;0,000000000;-0,327732000;0,00000000;0,00000000;-4,000000000;
"025";"si";"CA150782";"E-418";"GRAPA SIGNODE";5000,000000000;0,070000000;0,070000000;0,090000000;350,000000000;450,000000000;0,00000000;0,00000000;5000,000000000;
"026";"si";"CA150782";"E-418";"GRAPA SIGNODE";-53,000000000;0,070000000;0,000000000;0,089088224;0,000000000;-4,721675872;0,00000000;0,00000000;-53,000000000;
"028";"si";"CA150782";"E-418";"GRAPA SIGNODE";-710,000000000;0,070000000;0,069600000;0,081933000;-49,416000000;-58,172430000;0,00000000;0,00000000;-710,000000000;
"030";"si";"CA150782";"E-418";"GRAPA SIGNODE";104,000000000;0,070000000;0,091800000;0,094550000;9,547200000;9,833200000;0,00000000;0,00000000;104,000000000;
"122";"si";"CA150782";"E-418";"GRAPA SIGNODE";-2,000000000;0,070000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-2,000000000;
"124";"si";"CA150782";"E-418";"GRAPA SIGNODE";-50,000000000;0,070000000;0,000000000;0,070000000;0,000000000;-3,500000000;0,00000000;0,00000000;-50,000000000;
"ALM";"si";"CA150782";"E-418";"GRAPA SIGNODE";1290,000000000;0,070000000;0,091800000;0,094552930;118,422000000;121,973279700;0,00000000;0,00000000;1290,000000000;
"018";"si";"CA150783";"E-597";"CABLE Y LUZ EXTERIOR ALCARES";14,000000000;22,830000000;0,000000000;24,350000000;0,000000000;340,900000000;0,00000000;0,00000000;14,000000000;
"025";"si";"CA150783";"E-597";"CABLE Y LUZ EXTERIOR ALCARES";-1,000000000;22,830000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"030";"si";"CA150783";"E-597";"CABLE Y LUZ EXTERIOR ALCARES";-1,000000000;22,830000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA150783";"E-597";"CABLE Y LUZ EXTERIOR ALCARES";278,000000000;22,830000000;0,000000000;22,799775970;0,000000000;6338,337719660;0,00000000;0,00000000;278,000000000;
"ALM";"si";"CA150786";"E-427";"SISTEMA RESCATE COMPLETO";-3,000000000;29,540000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-3,000000000;
"ALM";"si";"CA150787";"E-428";"MANTA IGNIFUGA";4,000000000;14,420000000;14,157500000;16,895142860;56,630000000;67,580571440;12,00000000;0,00000000;16,000000000;
"018";"si";"CA150792";"E-430";"PALET 80x 60 SENCILLO NUEVO";57,000000000;3,900000000;6,600000000;6,268421050;376,200000000;357,299999850;0,00000000;0,00000000;57,000000000;
"ALM";"si";"CA150792";"E-430";"PALET 80x 60 SENCILLO NUEVO";56,000000000;3,900000000;7,080800000;10,317857140;396,524800000;577,799999840;0,00000000;0,00000000;56,000000000;
"015";"si";"CA150793";"E-432";"ENCHUFE RAPIDO PARA ADAPTADOR";4,000000000;1,280000000;0,000000000;1,280000000;0,000000000;5,120000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"CA150796";"E-438";"CH-CLIP RECTANGULAR SECUMAR";2,000000000;0,000000000;0,000000000;0,400000000;0,000000000;0,800000000;0,00000000;0,00000000;2,000000000;
"007";"si";"CA150804";"E-445";"KIT LINTERNA LED+ BAT.";2,000000000;5,470000000;5,470000000;5,470000000;10,940000000;10,940000000;5,00000000;0,00000000;7,000000000;
"010";"si";"CA150804";"E-445";"KIT LINTERNA LED+ BAT.";27,000000000;5,470000000;5,608000000;5,835555560;151,416000000;157,560000120;0,00000000;0,00000000;27,000000000;
"011";"si";"CA150804";"E-445";"KIT LINTERNA LED+ BAT.";2,000000000;5,470000000;5,643333330;5,961666670;11,286666660;11,923333340;0,00000000;0,00000000;2,000000000;
"015";"si";"CA150804";"E-445";"KIT LINTERNA LED+ BAT.";36,000000000;5,470000000;5,470000000;5,470000000;196,920000000;196,920000000;50,00000000;0,00000000;86,000000000;
"018";"si";"CA150804";"E-445";"KIT LINTERNA LED+ BAT.";2,000000000;5,470000000;5,761666670;5,891250000;11,523333340;11,782500000;0,00000000;0,00000000;2,000000000;
"019";"si";"CA150804";"E-445";"KIT LINTERNA LED+ BAT.";16,000000000;5,470000000;5,470000000;5,470000000;87,520000000;87,520000000;0,00000000;0,00000000;16,000000000;
